State_Name,County_Name,Number of Bridges,Number of residents,Pct of Medium to Fair Condition Bridges,Pct of Poor Condition Bridges,Primary and Commercial Airports,Route miles of freight railroad,Route miles of passenger railroad and rail transit,Roads Acceptable (%),Area (mi^2)
Idaho,Twin Falls,121,80955,0.950413223,0.049586777,1,38.3,0,0.968883613,1928.47
Texas,Tyler,135,21370,0.97037037,0.02962963,0,,,0.891372329,935.71
West Virginia,Tyler,71,9000,0.845070423,0.154929577,,13.8,0,0.694866631,260.69
North Carolina,Tyrrell,27,4130,0.888888889,0.111111111,,,,0.890560355,600.3
Wyoming,Uinta,132,20895,0.818181818,0.181818182,0,74.2,0,0.803817764,2087.56
Utah,Uintah,91,36310,0.967032967,0.032967033,1,13,0,0.783681005,4498.98
New York,Ulster,385,180505,0.766233766,0.233766234,0,46.8,6.9,0.746636286,1160.76
Oregon,Umatilla,328,76580,0.93597561,0.06402439,1,171.2,0,0.897757095,3231.25
Tennessee,Unicoi,161,17945,0.962732919,0.037267081,,16.3,0,0.945988112,186.49
Arkansas,Union,285,40335,0.985964912,0.014035088,1,39.9,0,0.796760502,1055.27
Florida,Union,28,15160,0.964285714,0.035714286,0,,,0.882151679,249.71
Georgia,Union,81,22035,0.975308642,0.024691358,0,,,0.967672415,329.02
Illinois,Union,200,17460,0.95,0.05,0,40.4,22.5,0.807663106,422.13
Indiana,Union,57,7250,0.929824561,0.070175439,0,30.7,16.4,0.92512153,165.25
Iowa,Union,187,12540,0.673796791,0.326203209,0,24.8,24.8,0.906330826,425.95
Kentucky,Union,127,15065,0.937007874,0.062992126,0,2.8,0,0.920222177,363.43
Mississippi,Union,207,27990,0.975845411,0.024154589,0,32.7,0,0.731516457,905.28
New Jersey,Union,401,550435,0.942643392,0.057356608,0,67.6,32.7,0.529653452,416.87
New Mexico,Union,68,4290,0.941176471,0.058823529,0,83.3,0,0.698534578,105.46
North Carolina,Union,298,217615,0.929530201,0.070469799,0,39.6,0,0.890560355,3830.79
Ohio,Union,222,53955,0.95045045,0.04954955,0,33.9,0,0.834323878,639.59
Oregon,Union,161,25760,0.962732919,0.037267081,0,91.9,18.1,0.897757095,436.98
Pennsylvania,Union,157,45180,0.904458599,0.095541401,0,11.3,0,0.714875343,2038.55
South Carolina,Union,133,27930,0.872180451,0.127819549,0,49.4,0,0.812866638,317.12
South Dakota,Union,172,14840,0.86627907,0.13372093,0,44.8,0,0.857210259,515.92
Tennessee,Union,59,19080,0.915254237,0.084745763,0,7.2,0,0.945988112,467.08
Louisiana,Union,122,22460,0.918032787,0.081967213,0,,,0.743835895,247.13
Texas,Upshur,139,40295,1,0,0,41.2,11.6,0.891372329,592.67
West Virginia,Upshur,99,24630,0.828282828,0.171717172,0,48.2,0,0.694866631,354.86
Georgia,Upson,61,26395,0.967213115,0.032786885,0,12.9,0,0.967672415,327.64
Texas,Upton,39,3475,1,0,0,33.8,0,0.891372329,1241.83
Utah,Utah,266,564175,0.988721805,0.011278195,1,149.9,96.4,0.783681005,2140.98
Texas,Uvalde,101,27055,1,0,0,54.3,45.1,0.891372329,1558.6
Texas,Val Verde,111,48860,1,0,1,90.2,90.2,0.891372329,3232.4
Alaska,Valdez-Cordova,108,9520,0.916666667,0.083333333,2,3.1,3.1,0.769478458,40199.15
New Mexico,Valencia,69,75995,0.913043478,0.086956522,0,106.3,62.7,0.698534578,1068.21
Idaho,Valley,141,9895,0.957446809,0.042553191,0,22.1,22.1,0.968883613,3733.66
Montana,Valley,106,7575,0.933962264,0.066037736,1,76.7,76.7,0.880305656,5061.98
Nebraska,Valley,117,4240,0.974358974,0.025641026,0,13.1,0,0.899117407,570.51
Arkansas,Van Buren,98,16890,0.969387755,0.030612245,0,,,0.796760502,724.32
Iowa,Van Buren,161,7380,0.677018634,0.322981366,0,,,0.906330826,490.55
Michigan,Van Buren,124,75215,0.967741935,0.032258065,0,50.6,36.2,0.771767308,1090.19
Tennessee,Van Buren,37,5640,1,0,0,,,0.945988112,274.59
Ohio,Van Wert,318,28500,0.993710692,0.006289308,0,46.9,0,0.834323878,410.49
Texas,Van Zandt,247,53070,0.971659919,0.028340081,0,28.1,28.1,0.891372329,859.48
North Carolina,Vance,73,44510,0.904109589,0.095890411,0,21,0,0.890560355,269.82
Indiana,Vanderburgh,277,181690,0.974729242,0.025270758,1,62.1,0,0.92512153,235.74
Pennsylvania,Venango,191,53460,0.806282723,0.193717277,0,39.8,12.4,0.714875343,683.02
California,Ventura,502,843110,0.962151394,0.037848606,0,98.2,76.2,0.58749769,2208.2
Illinois,Vermilion,493,79615,0.910750507,0.089249493,0,125.4,0,0.807663106,902.14
Louisiana,Vermilion,264,59525,0.90530303,0.09469697,0,8.8,0,0.743835895,1538.31
Indiana,Vermillion,127,15750,0.937007874,0.062992126,0,47.6,0,0.92512153,259.94
Missouri,Vernon,392,20835,0.943877551,0.056122449,0,95,0,0.753229107,1341.51
Wisconsin,Vernon,328,30440,0.932926829,0.067073171,0,21.5,0,0.833592818,837.04
Louisiana,Vernon,342,52100,0.918128655,0.081871345,0,41,0,0.743835895,816.41
Texas,Victoria,336,90990,0.979166667,0.020833333,0,103,0,0.891372329,888.73
Indiana,Vigo,294,108100,0.955782313,0.044217687,0,97.7,0,0.92512153,410.47
Wisconsin,Vilas,26,21375,0.884615385,0.115384615,0,,,0.833592818,1017.85
Ohio,Vinton,195,13130,0.923076923,0.076923077,0,16.5,0,0.834323878,414.96
Virginia,Virginia Beach,118,449735,0.974576271,0.025423729,0,3.1,0,0.884284057,497.33
Florida,Volusia,226,510805,0.96460177,0.03539823,1,88.1,40.1,0.882151679,1432.44
Illinois,Wabash,91,11585,0.934065934,0.065934066,0,23.6,0,0.807663106,227.76
Indiana,Wabash,193,32175,0.932642487,0.067357513,0,51.4,0,0.92512153,421.07
Minnesota,Wabasha,145,21325,0.965517241,0.034482759,0,30.7,30.7,0.850650597,549.83
Kansas,Wabaunsee,244,6960,0.901639344,0.098360656,0,36.7,0,0.883778315,799.8
Minnesota,Wadena,75,13755,0.986666667,0.013333333,0,13.3,13.3,0.850650597,543
Oklahoma,Wagoner,253,76190,0.916996047,0.083003953,0,74.7,0,0.629165553,590.99
Washington,Wahkiakum,36,4050,0.972222222,0.027777778,0,,,0.710608062,286.69
North Carolina,Wake,717,998575,0.938633194,0.061366806,1,141.3,53.9,0.890560355,857.26
Florida,Wakulla,50,31315,0.86,0.14,0,,,0.882151679,735.74
Maine,Waldo,92,39070,0.869565217,0.130434783,0,26,0,0.776837947,852.74
Alabama,Walker,273,65595,0.937728938,0.062271062,0,112,0,0.880672042,805.3
Georgia,Walker,149,68145,0.973154362,0.026845638,0,45.6,0,0.967672415,447.03
Texas,Walker,148,69925,0.97972973,0.02027027,0,30.9,0,0.891372329,801.44
Washington,Walla Walla,186,59810,0.951612903,0.048387097,1,151.1,0,0.710608062,1299.25
Kansas,Wallace,46,1585,1,0,0,31.5,0,0.883778315,914.05
Texas,Waller,187,47050,0.989304813,0.010695187,0,33.3,0,0.891372329,518.49
Oregon,Wallowa,112,6835,0.919642857,0.080357143,0,45.1,45.1,0.897757095,3151.69
North Dakota,Walsh,262,10995,0.809160305,0.190839695,0,152.5,0,0.933551831,1294.11
Mississippi,Walthall,167,14810,0.886227545,0.113772455,0,,,0.731516457,404.44
Florida,Walton,220,61530,0.954545455,0.045454545,0,22,0,0.882151679,1238.03
Georgia,Walton,115,87435,0.973913043,0.026086957,0,15.7,0,0.967672415,330.05
South Dakota,Walworth,34,5540,0.970588235,0.029411765,0,41.1,0,0.857210259,744.22
Wisconsin,Walworth,206,103020,0.932038835,0.067961165,0,51.8,5.1,0.833592818,576.5
Iowa,Wapello,202,35240,0.747524752,0.252475248,0,61.2,26.4,0.906330826,435.98
North Dakota,Ward,126,68955,0.912698413,0.087301587,1,183.4,45,0.933551831,2056.25
Texas,Ward,54,11395,0.888888889,0.111111111,0,50.9,0,0.891372329,835.74
Georgia,Ware,103,35670,0.990291262,0.009708738,0,86.4,0,0.967672415,906.31
Georgia,Warren,56,5505,0.928571429,0.071428571,,42,0,0.967672415,286.74
Illinois,Warren,199,17610,0.959798995,0.040201005,0,44.7,39.2,0.807663106,543.17
Indiana,Warren,133,8310,0.909774436,0.090225564,0,29,0,0.92512153,366.6
Iowa,Warren,254,48170,0.708661417,0.291338583,0,15.1,0,0.906330826,573.21
Kentucky,Warren,104,121065,0.971153846,0.028846154,0,39,0,0.920222177,547.69
Mississippi,Warren,173,47835,0.976878613,0.023121387,0,41,0,0.731516457,618.76
Missouri,Warren,149,33290,0.946308725,0.053691275,0,18.1,0,0.753229107,437.74
New Jersey,Warren,259,107095,0.938223938,0.061776062,0,58.4,2.6,0.529653452,362.75
New York,Warren,137,64910,0.868613139,0.131386861,0,31.3,29.2,0.746636286,931.66
North Carolina,Warren,87,20325,0.91954023,0.08045977,0,5.8,0,0.890560355,443.8
Ohio,Warren,333,222185,0.960960961,0.039039039,0,37.5,0,0.834323878,407.14
Pennsylvania,Warren,211,40650,0.838862559,0.161137441,0,46.4,0,0.714875343,897.81
Tennessee,Warren,160,40100,0.975,0.025,0,25.1,0,0.945988112,434.08
Virginia,Warren,85,38805,0.988235294,0.011764706,0,41.3,0,0.884284057,216.32
Indiana,Warrick,196,61425,0.943877551,0.056122449,0,55.7,0,0.92512153,390.86
Utah,Wasatch,26,27895,1,0,0,17.5,17.5,0.783681005,1209.17
Oregon,Wasco,152,25655,0.921052632,0.078947368,0,119.9,0,0.897757095,2395.32
Minnesota,Waseca,84,19035,0.94047619,0.05952381,0,34.9,0,0.850650597,432.81
Wyoming,Washakie,61,8350,0.885245902,0.114754098,0,28,0,0.803817764,2242.75
Wisconsin,Washburn,43,15685,0.976744186,0.023255814,0,47.3,18.2,0.833592818,853.06
Alabama,Washington,179,16910,0.877094972,0.122905028,0,28.5,0,0.880672042,1088.54
Arkansas,Washington,447,219930,0.959731544,0.040268456,0,37.3,24.9,0.796760502,956.01
Colorado,Washington,77,4815,0.935064935,0.064935065,0,40.2,37.4,0.78095535,2524.12
Florida,Washington,95,24625,0.905263158,0.094736842,0,12.4,0,0.882151679,615.79
Georgia,Washington,75,20680,1,0,0,55.5,0,0.967672415,684.37
Idaho,Washington,81,10035,0.950617284,0.049382716,0,28,0,0.968883613,1473.54
Illinois,Washington,234,14370,0.94017094,0.05982906,0,45.8,20.5,0.807663106,564.12
Indiana,Washington,174,27790,0.965517241,0.034482759,0,,,0.92512153,516.53
Iowa,Washington,214,22115,0.822429907,0.177570093,0,25.5,0,0.906330826,570.77
Kansas,Washington,330,5615,0.957575758,0.042424242,0,16.1,0,0.883778315,898.84
Kentucky,Washington,98,12015,0.908163265,0.091836735,0,,,0.920222177,301.52
Maine,Washington,106,31925,0.754716981,0.245283019,0,34.3,0,0.776837947,675.97
Maryland,Washington,298,149570,0.94966443,0.05033557,1,80.7,3.1,0.880315818,3254.91
Minnesota,Washington,109,248745,0.935779817,0.064220183,0,76.6,33.9,0.850650597,467.55
Mississippi,Washington,334,48825,0.841317365,0.158682635,1,33.1,0,0.731516457,423.16
Missouri,Washington,152,25000,0.907894737,0.092105263,0,46.4,19.5,0.753229107,761.26
Nebraska,Washington,150,20340,0.953333333,0.046666667,0,24,0,0.899117407,762.46
New York,Washington,183,62465,0.879781421,0.120218579,0,87.6,49.9,0.746636286,393.76
North Carolina,Washington,59,12505,0.949152542,0.050847458,0,16.9,0,0.890560355,845.84
Ohio,Washington,307,61155,0.944625407,0.055374593,0,43.7,0,0.834323878,424.39
Oklahoma,Washington,209,51890,0.885167464,0.114832536,0,44.4,0,0.629165553,640.15
Oregon,Washington,316,564090,0.952531646,0.047468354,0,104.2,15.3,0.897757095,424.15
Pennsylvania,Washington,633,208270,0.813586098,0.186413902,0,134.5,0,0.714875343,726.38
Rhode Island,Washington,144,126320,0.784722222,0.215277778,2,34.3,28.9,0.446867996,860.95
Tennessee,Washington,282,126045,0.946808511,0.053191489,0,47.3,0,0.945988112,562.77
Texas,Washington,227,34545,0.973568282,0.026431718,0,19.7,0,0.891372329,329.8
Utah,Washington,177,151960,0.966101695,0.033898305,1,,,0.783681005,621.35
Vermont,Washington,245,58965,0.955102041,0.044897959,0,44.4,34.1,0.821290173,2429.91
Virginia,Washington,166,54560,0.957831325,0.042168675,0,28.1,0,0.884284057,695.43
Wisconsin,Washington,157,133420,0.904458599,0.095541401,0,63.1,0,0.833592818,565.98
Louisiana,Washington,289,46365,0.941176471,0.058823529,0,18.4,0,0.743835895,435.89
Oklahoma,Washita,378,11625,0.920634921,0.079365079,0,67.2,0,0.629165553,1009.07
Nevada,Washoe,299,439915,0.97993311,0.02006689,1,143.5,42,0.873795386,6551.32
Michigan,Washtenaw,258,358080,0.864341085,0.135658915,0,77.7,34.5,0.771767308,722.53
North Carolina,Watauga,192,52745,0.885416667,0.114583333,0,,,0.890560355,312.73
Minnesota,Watonwan,165,10995,0.981818182,0.018181818,0,34.9,0,0.850650597,439.92
Wisconsin,Waukesha,357,395375,0.924369748,0.075630252,0,107.7,31.1,0.833592818,580.48
Wisconsin,Waupaca,169,51975,0.952662722,0.047337278,0,37.7,0,0.833592818,765.33
Wisconsin,Waushara,52,24240,0.961538462,0.038461538,0,,,0.833592818,637.39
Georgia,Wayne,82,30005,0.951219512,0.048780488,0,79.2,22.8,0.967672415,648.8
Illinois,Wayne,264,16515,0.90530303,0.09469697,0,30.2,0,0.807663106,715.56
Indiana,Wayne,345,67425,0.953623188,0.046376812,0,43.1,0,0.92512153,404.34
Iowa,Wayne,163,6405,0.779141104,0.220858896,0,43.1,0,0.906330826,527.08
Kentucky,Wayne,75,20555,0.866666667,0.133333333,0,,,0.920222177,484.2
Michigan,Wayne,1030,1767595,0.865048544,0.134951456,1,281,33.3,0.771767308,672.2
Mississippi,Wayne,214,20515,0.943925234,0.056074766,0,13.1,0,0.731516457,813.5
Missouri,Wayne,195,13340,0.923076923,0.076923077,0,32.3,32.3,0.753229107,774.09
Nebraska,Wayne,254,9415,0.858267717,0.141732283,0,,,0.899117407,443.48
New York,Wayne,96,91875,0.833333333,0.166666667,0,84.7,37,0.746636286,1384.14
North Carolina,Wayne,197,124445,0.944162437,0.055837563,0,58.2,0,0.890560355,556.69
Ohio,Wayne,395,115745,0.951898734,0.048101266,0,82.3,0,0.834323878,556.31
Pennsylvania,Wayne,253,51305,0.711462451,0.288537549,0,1.4,1.4,0.714875343,750.54
Tennessee,Wayne,270,16840,0.962962963,0.037037037,0,0.1,0,0.945988112,735.59
Utah,Wayne,29,2715,0.965517241,0.034482759,0,,,0.783681005,2466.47
West Virginia,Wayne,162,41235,0.839506173,0.160493827,1,101.6,5.7,0.694866631,512.19
Virginia,Waynesboro,22,21365,0.909090909,0.090909091,,10.5,3.5,0.884284057,15.38
Tennessee,Weakley,351,34025,0.971509972,0.028490028,0,33,0,0.945988112,581.81
Texas,Webb,373,266005,0.991957105,0.008042895,1,98.6,0,0.891372329,3375.53
Utah,Weber,129,241330,0.96124031,0.03875969,1,79,6.5,0.783681005,659.46
Georgia,Webster,26,2670,0.961538462,0.038461538,,7,0,0.967672415,210.26
Iowa,Webster,218,37050,0.76146789,0.23853211,1,99.4,0,0.906330826,718.05
Kentucky,Webster,145,13330,0.937931034,0.062068966,0,35.6,0,0.920222177,335.68
Mississippi,Webster,184,9920,0.885869565,0.114130435,0,,,0.731516457,615.07
Missouri,Webster,176,37075,0.926136364,0.073863636,0,48.9,0,0.753229107,423.34
Nebraska,Webster,194,3665,0.922680412,0.077319588,0,32.7,0,0.899117407,593.69
West Virginia,Webster,76,8820,0.802631579,0.197368421,,18,0,0.694866631,575.02
Louisiana,Webster,195,40335,0.728205128,0.271794872,0,62.7,0,0.743835895,556.15
Colorado,Weld,604,278065,0.92218543,0.07781457,0,192.4,35.5,0.78095535,4021.56
Indiana,Wells,156,27835,0.91025641,0.08974359,0,39.1,0,0.92512153,370.41
North Dakota,Wells,42,4180,0.880952381,0.119047619,0,70.5,0,0.933551831,1290.62
Louisiana,West Baton Rouge,68,25015,0.867647059,0.132352941,0,51.4,0,0.743835895,203.62
Louisiana,West Carroll,92,11370,0.869565217,0.130434783,0,,,0.743835895,360.32
Louisiana,West Feliciana,112,15385,0.758928571,0.241071429,0,,,0.743835895,426.01
New York,Westchester,767,969230,0.928292047,0.071707953,1,82.4,82.4,0.746636286,500.08
Pennsylvania,Westmoreland,616,359375,0.805194805,0.194805195,1,157.2,67.9,0.714875343,1036.34
Virginia,Westmoreland,22,17530,1,0,0,,,0.884284057,252.64
Wyoming,Weston,47,7175,0.744680851,0.255319149,0,61.5,0,0.803817764,2400.07
West Virginia,Wetzel,106,15995,0.716981132,0.283018868,0,47.9,0,0.694866631,361.37
Michigan,Wexford,64,32830,0.9375,0.0625,0,45.5,0,0.771767308,575.84
Texas,Wharton,357,41375,0.946778711,0.053221289,0,49.5,12.3,0.891372329,1094.43
Washington,Whatcom,353,209730,0.949008499,0.050991501,1,88.7,35.6,0.710608062,2503.55
Montana,Wheatland,31,2110,0.935483871,0.064516129,0,27,0,0.880305656,1428.29
Georgia,Wheeler,54,7930,0.944444444,0.055555556,0,18.5,0,0.967672415,300.14
Nebraska,Wheeler,13,805,0.923076923,0.076923077,0,,,0.899117407,575.57
Oregon,Wheeler,31,1370,1,0,0,,,0.897757095,1715.46
Texas,Wheeler,104,5640,0.980769231,0.019230769,0,,,0.891372329,915.34
Arkansas,White,308,78825,0.983766234,0.016233766,0,54.3,39,0.796760502,1042.36
Georgia,White,78,28140,0.974358974,0.025641026,0,,,0.967672415,242.16
Illinois,White,212,14410,0.891509434,0.108490566,0,21.5,0,0.807663106,501.7
Indiana,White,216,24265,0.972222222,0.027777778,0,67.3,27.3,0.92512153,508.8
Tennessee,White,70,26375,0.957142857,0.042857143,0,12.9,0,0.945988112,379.39
Nevada,White Pine,5,9895,1,0,0,31.9,31.9,0.873795386,8896.6
Illinois,Whiteside,277,57155,0.924187726,0.075812274,0,64.5,0,0.807663106,697.01
Georgia,Whitfield,129,103655,0.937984496,0.062015504,0,50.6,0,0.967672415,290.65
Indiana,Whitley,115,33355,0.982608696,0.017391304,0,35.4,0,0.92512153,337.9
Kentucky,Whitley,152,35840,0.894736842,0.105263158,0,52.7,0,0.920222177,445.15
Washington,Whitman,346,47495,0.962427746,0.037572254,1,244.9,0,0.710608062,2177.6
Montana,Wibaux,29,1145,0.896551724,0.103448276,,16.9,0,0.880305656,890.09
Kansas,Wichita,22,2170,1,0,0,23.7,0,0.883778315,718.54
Texas,Wichita,396,132150,0.997474747,0.002525253,0,56.3,0,0.891372329,633.01
Maryland,Wicomico,99,101525,0.949494949,0.050505051,1,16.7,0,0.880315818,399.79
Texas,Wilbarger,153,13060,0.973856209,0.026143791,0,39.9,0,0.891372329,978.1
Alabama,Wilcox,168,11120,0.839285714,0.160714286,0,53.2,0,0.880672042,907.46
Georgia,Wilcox,68,8885,1,0,0,24.9,0,0.967672415,383.3
Georgia,Wilkes,65,9925,0.984615385,0.015384615,0,7.5,0,0.967672415,474
North Carolina,Wilkes,338,68890,0.846153846,0.153846154,0,17.6,0,0.890560355,759.93
Minnesota,Wilkin,198,6480,0.954545455,0.045454545,0,69.9,0,0.850650597,751.63
Georgia,Wilkinson,73,9310,0.98630137,0.01369863,,34.8,0,0.967672415,452.01
Mississippi,Wilkinson,113,9235,0.690265487,0.309734513,0,,,0.731516457,687.66
Illinois,Will,645,685380,0.888372093,0.111627907,0,226.7,73.2,0.807663106,849.39
Texas,Willacy,119,21945,0.991596639,0.008403361,0,17.9,0,0.891372329,784.23
North Dakota,Williams,104,31645,0.711538462,0.288461538,1,64.9,64.9,0.933551831,2147.97
Ohio,Williams,242,37270,0.933884298,0.066115702,0,58.2,24.2,0.834323878,423.05
Virginia,Williamsburg,9,14990,1,0,0,3.6,3.6,0.884284057,936.92
South Carolina,Williamsburg,198,32815,0.949494949,0.050505051,0,61.5,27.5,0.812866638,8.67
Illinois,Williamson,200,67335,0.95,0.05,1,67.4,0,0.807663106,444.38
Tennessee,Williamson,501,205645,0.974051896,0.025948104,,45.4,0,0.945988112,583.62
Texas,Williamson,982,490620,0.99694501,0.00305499,0,117.6,37.5,0.891372329,1134.74
Kansas,Wilson,209,8955,0.870813397,0.129186603,0,55.7,0,0.883778315,574.97
North Carolina,Wilson,193,81615,0.932642487,0.067357513,0,59.8,30.6,0.890560355,374.26
Tennessee,Wilson,383,125615,0.976501305,0.023498695,0,36.5,17.9,0.945988112,583.2
Texas,Wilson,135,46445,1,0,0,0.4,0,0.891372329,808.57
Virginia,Winchester,7,27350,1,0,0,7.5,0,0.884284057,9.33
Connecticut,Windham,264,117080,0.939393939,0.060606061,0,46.6,0,0.649393876,521.47
Vermont,Windham,330,43610,0.978787879,0.021212121,0,44.9,44.7,0.821290173,798.12
Vermont,Windsor,468,55895,0.974358974,0.025641026,0,76.3,64.7,0.821290173,975.74
Texas,Winkler,1,7725,1,0,0,27.2,0,0.891372329,841.24
Louisiana,Winn,222,14695,0.828828829,0.171171171,0,40.4,0,0.743835895,956.91
Illinois,Winnebago,469,288895,0.931769723,0.068230277,1,72.2,0,0.807663106,519.27
Iowa,Winnebago,77,10580,0.662337662,0.337662338,0,16.6,0,0.906330826,401.57
Wisconsin,Winnebago,264,169485,0.958333333,0.041666667,0,66.4,0,0.833592818,578.7
Iowa,Winneshiek,351,20790,0.780626781,0.219373219,0,29.6,0,0.906330826,689.88
Minnesota,Winona,235,51145,0.944680851,0.055319149,0,67.6,39.1,0.850650597,641.59
Alabama,Winston,79,24015,0.936708861,0.063291139,0,22.8,0,0.880672042,631.86
Mississippi,Winston,181,18520,0.961325967,0.038674033,0,22.1,0,0.731516457,610.11
West Virginia,Wirt,42,5825,0.785714286,0.214285714,0,,,0.694866631,234.83
Texas,Wise,258,62090,0.988372093,0.011627907,0,78.1,0,0.891372329,922.77
Virginia,Wise,157,40075,0.98089172,0.01910828,0,93,0,0.884284057,405.22
Kentucky,Wolfe,73,7220,0.904109589,0.095890411,,,,0.920222177,222.86
Ohio,Wood,512,129420,0.923828125,0.076171875,0,139.9,6.5,0.834323878,620.54
Texas,Wood,117,43200,0.991452991,0.008547009,0,30.7,25.2,0.891372329,695.8
West Virginia,Wood,180,86260,0.85,0.15,1,45.2,0,0.694866631,376.94
Wisconsin,Wood,235,73620,0.923404255,0.076595745,0,85.1,0,0.833592818,809.46
Iowa,Woodbury,462,102425,0.787878788,0.212121212,1,62.2,0,0.906330826,877.39
Illinois,Woodford,216,39125,0.898148148,0.101851852,0,28,0,0.807663106,542.74
Kentucky,Woodford,61,25590,0.967213115,0.032786885,0,18.9,2.8,0.920222177,191.98
Arkansas,Woodruff,78,6875,0.974358974,0.025641026,0,36.8,0,0.796760502,594.05
Oklahoma,Woods,308,9125,0.928571429,0.071428571,0,59.1,0,0.629165553,1290.07
Kansas,Woodson,143,3185,0.909090909,0.090909091,,22.2,0,0.883778315,505.45
Oklahoma,Woodward,164,21110,0.963414634,0.036585366,0,41,0,0.629165553,1246.01
Maryland,Worcester,82,51440,0.963414634,0.036585366,0,28.1,0,0.880315818,694.73
Massachusetts,Worcester,991,813590,0.921291625,0.078708375,1,241.6,64,0.700716679,1579.02
Georgia,Worth,123,20990,0.983739837,0.016260163,0,18.2,0,0.967672415,574.58
Iowa,Worth,114,7560,0.868421053,0.131578947,0,45.4,0,0.906330826,401.71
Missouri,Worth,83,2060,0.891566265,0.108433735,0,,,0.753229107,266.75
Iowa,Wright,192,12890,0.729166667,0.270833333,0,69.4,0,0.906330826,582.54
Minnesota,Wright,71,129920,1,0,0,71,0,0.850650597,714.39
Missouri,Wright,126,18380,0.920634921,0.079365079,0,27.7,0,0.753229107,683.18
Ohio,Wyandot,240,22360,0.983333333,0.016666667,0,59,0,0.834323878,407.62
Kansas,Wyandotte,322,161775,0.97515528,0.02484472,0,80.1,12,0.883778315,155.69
New York,Wyoming,134,41240,0.910447761,0.089552239,0,61.4,0,0.746636286,596.44
Pennsylvania,Wyoming,136,27975,0.801470588,0.198529412,0,40.2,0,0.714875343,404.79
West Virginia,Wyoming,156,22535,0.705128205,0.294871795,0,100.3,0,0.694866631,501.82
Virginia,Wythe,184,29170,0.945652174,0.054347826,0,29.3,0,0.884284057,464.62
North Carolina,Yadkin,166,37820,0.843373494,0.156626506,0,,,0.890560355,337.49
Washington,Yakima,550,247680,0.954545455,0.045454545,1,115.4,0,0.710608062,4311.61
Alaska,Yakutat,3,645,1,0,1,,,0.769478458,9459.28
Mississippi,Yalobusha,163,12380,0.920245399,0.079754601,0,21.1,0,0.731516457,495
Oregon,Yamhill,136,102215,0.882352941,0.117647059,0,42.8,0,0.897757095,718.36
